link,fileName,title,description,category,content
https://video.vnexpress.net/90-phut-vo-oa-niem-vui-cua-cdv-viet-nam-4828190.html#vn_source=Detail_Video&vn_campaign=Box-InCategory&vn_medium=Item-6&vn_term=Desktop&vn_thumb=1&vn_aid=4795255,90 phút vỡ òa niềm vui của CĐV Việt Nam.mp3, phút vỡ òa niềm vui của CĐV Việt Nam,CĐV nhảy múa đốt lửa ăn mừng sau bàn thắng của Quang Hải giúp Việt Nam đánh bại Indonesi tại vòng loại ASEAN Cup tối  trên sân Việt Trì,Thể thao,42 dành cho đội tuyển Việt Nam sau cú dứt điểm đầu tiên bóng đá được trúng xà ngang và chính Quang Hải là người đã 4 giờ đúng tâm trạng để cho Quang Hải tiếp ứng và ra sân vườn 1 đến hiệp 2 là gì Đội tuyển Việt Nam mình là quá tuyệt vời Cảm Xúc bắt đầu dâng trào lên từ đấy là Việt Nam mình có bàn thắng là tinh thần cảm thấy rất là bốc cháy cả cái sân vận động Việt Trì hôm nay thực sự là rất là máu lửa Em thích cầu thủ Quang Hải nhất tại vì cầu thủ Quang Hải là một người mà có một cái chiều cao khá là không tốn nhưng mà anh đã rất là hay khi mà Quang Hải ghi bàn thì cảm xúc của em và mọi người có bão hòa luôn vui sướng nhảy cẫng lên vì cảm giác là anh Lý đá rất là hay và nhìn rất là cuốn hút lối chơi thì thực ra là chưa thấy có cải thiện nhiều mặc dù Indo hôm nay là được đánh giá là kém hơn so với Việt Nam khá là nhiều bởi vì một khoảng 500 triệu hài lòng hơn đau tiền bóng đã đập trúng xà ngang và chính Quang Hải là người đã xâm nhập Tiến Linh cũng đã có một pha xử lý hãm ngực và sau đó là một tình huống phát bóng ra đúng tâm trạng để cho Quang Hải tiếp ứng và ra chân sút bóng cho hài lòng mọi thứ đều rất ổn
https://video.vnexpress.net/hang-nghin-runner-xep-hang-nhan-bib-vm-hai-phong-giua-troi-lanh-4827624.html#vn_source=Detail_Video&vn_campaign=Box-InCategory&vn_medium=Item-15&vn_term=Desktop&vn_thumb=1&vn_aid=4828190,Hàng nghìn runner xếp hàng nhận bib VM Hải Phòng giữa trời lạnh,Hàng nghìn runner xếp hàng nhận bib VM Hải Phòng giữa trời lạnh,Từ chiều  Hải Phòng đón runner từ nhiều tỉnh thành đổ về để nhận Bib và trải nghiệm các hoạt động hấp dẫn trong cái lạnh  độ,Thể thao,543 21 tính chạy vào cuối năm để dậy không khí rất là sôi nổi muốn là những người đầu tiên mà được đến nhận biết xong là sau này Hải Phòng
https://video.vnexpress.net/phat-am-ngay-thong-nhat-dat-nuoc-bang-tieng-anh-4599953.html,Phát âm _ngày thống nhất đất nước_ bằng tiếng Anh.mp3,Phát âm ngày thống nhất đất nước bằng tiếng Anh,Thầy Quang Nguyen chuyên gia đào tạo nghe nói và phát âm tiếng Anh hướng dẫn cách nói  tháng  là ngày thống nhất đất nước bằng tiếng Anh,Giáo dục,ngày 30 tháng 04 là ngày thống nhất đất nước thì trong tiếng Anh mình sẽ giới thiệu như thế nào ngày 30 tháng 4 thì mình sẽ nói ra chủ đề có 3 âm tiết nhưng không phải là 2:3 Tiết đầu tiên c sẽ chuyển đầu tiên ấy và pro âm cuối năm O các bạn nhớ là cái lưỡi của mình sẽ tiếp xúc ở trên Apple là ngày thống nhất đất nước ngày thống nhất đất nước là ngày gì thì cation day hỗ trợ Ung Chính rơi vào case và chống phụ rơi vào YouTube unification of Vietnam các bạn và cảm ơn các bạn đã theo dõi
https://video.vnexpress.net/thay-giao-my-thuat-ve-hai-tay-cung-luc-4351599.html,Thầy giáo Mỹ thuật vẽ hai tay cùng lúc.mp3,Thầy giáo Mỹ thuật vẽ hai tay cùng lúc,Thầy Derek Elwell giáo viên Mỹ thuật tại bang Tennessee khiến học trò trầm trồ khi sử dụng hai cây bút để hoàn thành bức chân dung,Giáo dục,Fire
https://video.vnexpress.net/thi-sinh-danh-gia-mon-hoa-sat-voi-de-tham-khao-4306379.html,Thí sinh đánh giá môn Hóa sát với đề tham khảo.mp3,Thí sinh đánh giá môn Hóa sát với đề tham khảo,Khi đọc đề Hóa sáng  nhiều thí sinh thấy quen thuộc vì sát với đề tham khảo của Bộ Giáo dục và Đào tạo đánh giá dễ lấy  điểm,Giáo dục,thì 30 câu đầu nếu mà mình học Sách kiến thức đúng trong sách giáo khoa thì mình có thể làm được đúng trong chọn cả 30 câu em dựa vào nếu mà em đúng làm hết được 30 câu thì em cũng được tầm 7 rưỡi Nếu mà may mắn hơn thì cũng có thể lên đến 7 đến 8 Tuổi là em nghĩ trong cuộc kháng chiến cũng 30 câu đầu cũng rất là dễ nên chắc em lấy được tầm 80 rưỡi
https://video.vnexpress.net/nam-sinh-cao-nhat-the-gioi-4197080.html,Nam sinh cao nhất thế giới.mp3,Nam sinh cao nhất thế giới,Ren Keyu  tuổi là thiếu niên cao nhất thế giới Chiều cao  cm đem đến cho em nhiều niềm vui và cả rắc rối,Giáo dục,thơ Mùa Xuân Hát Sông Quê Xa khung tranh trong bảng xét xử tội phạm hình sự của Trang
https://video.vnexpress.net/khoanh-khac-oto-dam-dai-phan-cach-tren-vanh-dai-2-4813438.html,Khoảnh khắc ôtô đâm dải phân cách trên Vành đai 2.mp3,Khoảnh khắc ôtô đâm dải phân cách trên Vành đai ,Khoảng h ôtô  chỗ di chuyển từ cầu Vĩnh Tuy đi Ngã Tư Sở bất ngờ lao vào dải phân cách trên Vành đai  khiến tài xế mắc kẹt bên trong chiều ,Xe,em trên lúa thủy không biết là mình đăng ký đúng không Trong đầu mình nhìn lại cảm thấy nó lao vào cái cột đấy rồi nhưng mà Đúng là thật lúc đấy em xuống xem thì lái xe là không không ngửi thấy mùi rượu chạy ra mở cửa không mở được rồi Thế là vì sao giật lạnh mấy phát không dịch được Hay là chiều sang bên kia còn túi khí thì nó bung hai cái để thò tay vào cái bên cửa giật ý để mua được cái điện thoại của ông ra gọi cho người thân nhưng mà cái con iPhone 6 thì lấy cái vân tay của anh ấy vào thì nó không được thôi không gọi cho người thân được thì em gọi cấp cứu tôi gọi 114
https://video.vnexpress.net/bi-mat-tren-tam-chan-nang-oto-nhieu-tai-xe-chua-biet-4712362.html,Bí mật_ trên tấm chắn nắng ôtô nhiều tài xế chưa biết.mp3,Bí mật trên tấm chắn nắng ôtô nhiều tài xế chưa biết,Tấm chắn nắng có thể kéo dài để che khoảng hở trên kính và được tích hợp khe đựng giấy tờ thẻ để tăng sự tiện lợi cho chủ xe,Xe,
https://video.vnexpress.net/nguoi-di-xe-may-bi-tong-vang-vi-sang-duong-thieu-quan-sat-4670767.html,Người đi xe máy bị tông văng vì sang đường thiếu quan sát.mp3,Người đi xe máy bị tông văng vì sang đường thiếu quan sát,Người phụ nữ mặc áo mưa đi xe máy sang đường bị một xe khác đi ngược chiều tông trúng trên tỉnh lộ  đoạn qua xã Vĩ Thượng,Xe,Tôi đang bán hàng bây giờ có khách vào mua hàng thế xong mua xong thì tôi sang đường đi không quan sát Thế là sang phải được cái kia rồi Thế là có một anh đi nhanh không làm chủ tốc độ là lao vào đang ngồi giật mình và thấy mổ bụng lấy người bay lên đây thì mới nâng cấp 175 là từ hướng Quang Bình giáo viên đánh người nữ ở trong này đi sang đường sang thì lại đang quay hướng là sang bên kia để quay hướng Đông Yên Quảng Bình
https://video.vnexpress.net/cac-cach-giam-choi-khi-lai-xe-troi-nang-4583955.html,Các cách giảm chói khi lái xe trời nắng.mp3,Các cách giảm chói khi lái xe trời nắng,Ngoài việc sử dụng kính râm hay dán phim cách nhiệt chủ xe có thể dùng thêm các loại dung dịch lau táplô làm hạn chế hắt sáng lên kính,Xe,khi trời nắng thì chúng ta có thể dùng tấm che nắng như thế này hoặc là đóng cửa sổ Trời để làm giảm hiện tượng chói ở trên kính lái Nhưng lúc này có một vấn đề khác là bóng của Taplo hát lên bề mặt kính lái điều này có thể gây mất tập trung trong một số tài xế cách giải quyết đơn giản nhất là dùng kính mát phân cực trên bề mặt kính mắt phân cực có phủ một lớp đặc biệt để làm giảm hiện tượng chói hoặc là lá giúp làm giảm hiện tượng chói trên bề mặt kính lái rất là hiệu quả cách thứ hai ít tốn tiền nhưng tốn công sức hơn lại dùng chai dung dịch bảo vệ nhựa khỏi tia UV Dung dịch này sẽ làm Taplo giảm độ bóng đồng thời làm màu đen trên các bóng tối hơn từ đó giảm phản chiếu mặt Taplo lên kính lái cách thức 3h là dán phim cách nhiệt Tuy nhiên hãy lưu ý chọn loại phim có độ xinh xắn thích hợp để đảm bảo an toàn khi lái xe trong đêm
https://video.vnexpress.net/5-meo-chon-va-dung-dieu-hoa-giup-giam-hoa-don-tien-dien-4760378.html#vn_source=Folder_Video_SoHoa&vn_campaign=Box-InCategory&vn_medium=Item-16&vn_term=Desktop&vn_thumb=1&vn_aid=1004228,5 mẹo chọn và dùng điều hòa giúp giảm hóa đơn tiền điện.mp3, mẹo chọn và dùng điều hòa giúp giảm hóa đơn tiền điện,Sử dụng kết hợp quạt gió để mức cài đặt nhiệt độ không quá thấp hay chọn công suất phù hợp sẽ giảm đáng kể chi phí điện năng điều hòa,Số hóa,năm Mẹo để tiết kiệm điện khi sử dụng điều hòa mà có thể bạn chưa biết thứ nhất không để nhiệt độ quá thấp bởi vì vừa ảnh hưởng đến sức khỏe lại vừa Tốn nhiều điện năng vì điều hòa cần phải duy trì nhiệt độ lạnh ở một thời gian dài và nhiệt độ lý tưởng của chúng ta là từ 25 đến 26 độ C thứ hai để thêm quạt gió nhỏ để không khí mát Nếu căn phòng và thoáng khí hơn số 3 chọn điều hòa có công suất phù hợp với không gian chọn điều hòa có công suất thấp hơn so với không gian điều hòa của bạn luôn phải làm việc với mức công suất tối đa cái việc làm mát thì sẽ khó khăn hơn rất nhiều còn ngược lại thì cũng dễ khiến dư thừa công suất số 4 vệ sinh điều hòa định kỳ Nếu điều hòa của bạn bị bụi bẩn sẽ khiến cho việc làm lạnh bị giảm Và bên cạnh đó làm tốn điện nếu có thể bạn hãy tự tháo tấm màng lọc trên dàn lạnh của điều hòa để vệ sinh một tháng một lần Còn nếu mà nhờ thợ thì sẽ từ 3 đến 6 tháng một lần bạn nhé số 5 không nên tắt điều hòa khi bạn ra ngoài ít hơn từ 30 phút đến 1 tiếng Vì khi bạn đi ra ngoài và bạn trở về nhà bạn bật điều hòa và khởi động lại thì nó còn tốn gấp 3 lần điện năng hơn là cái việc bạn duy trì điều hòa đấy
https://video.vnexpress.net/tim-cook-toi-hao-hung-den-viet-nam-4734494.html,Tim Cook- _Tôi hào hứng đến Việt Nam_.mp3,Tim Cook Tôi hào hứng đến Việt Nam,CEO Apple Tim Cook nói chào Việt Nam thể hiện sự hứng khởi khi đi bộ bên bờ Hồ bắt đầu những hoạt động chính thức trong chuyến thăm đầu tiên sáng ,Số hóa,Ôi Việt Nam 6:30
https://video.vnexpress.net/startup-trung-quoc-ra-ai-thach-thuc-sora-4740544.html,AI tạo video của Trung Quốc thách thức Sora.mp3,AI tạo video của Trung Quốc thách thức Sora,Công ty Shengshu Technology và Đại học Thanh Hoa cùng phát triển AI Vidu chuyên tạo video từ văn bản nhằm cạnh tranh với Sora của OpenAI,Số hóa,
https://video.vnexpress.net/mu-bao-hiem-kiem-loc-khong-khi-4506711.html,Mũ bảo hiểm kiêm lọc không khí.mp3,Mũ bảo hiểm kiêm lọc không khí,Mũ bảo hiểm của Shellios Technolabs được khẳng định có thể lọc không khí giúp người lái xe máy tận hưởng khí sạch khi đang di chuyển trên đường,Số hóa,vnexpress.net
https://video.vnexpress.net/1-100-drone-ve-anh-sang-tren-troi-dem-tp-hcm-4756271.html,1.100 drone _vẽ_ ánh sáng trên trời đêm TP HCM.mp3, drone vẽ ánh sáng trên trời đêm TP HCM,Nhiều người dân đổ về khu vực công viên bến Bạch Đằng quận  chiêm ngưỡng màn trình diễn  drone trong sự kiện bế mạc Lễ hội sông nước TP HCM ,Du lịch,mình rất là hứng thú khi mà xem cái màn trình diễn 1100 km có cái con thuyền mà hội nhập quốc tế thì cái hình ảnh nó rất là ấn tượng mà đây là lần đầu tiên em được xem nó ở ngoài đời và em cảm thấy rất là tuyệt vời nhìn bằng mắt ngoài thực tế thì nó đã hơn so với Nhật qua chiếc điện thoại hay là cái tivi bể bơi từ lúc 6 giờ để đứng Xem màn biểu diễn Mọi người ở đây rất là đông vui và náo nhiệt mà em thích nhất cảnh nào luôn trở biến thành hơi hiện lên được điểm đẹp của Hồ Chí Minh lên cho tất cả mọi người du khách quan ở khắp mọi nơi đều biết lễ hội sông nước của mình năm nay dẫn bé ra đây chơi Mình muốn thành phố mình sẽ có nhiều cái chương trình lễ hội như vậy để cho người được viết và dẫn các bé có nhiều cách trải nghiệm
https://video.vnexpress.net/tin-tuc/du-lich/bieu-dien-flyboard-luot-van-tren-song-sai-gon-4638152.html,"Biểu diễn flyboard, lướt ván trên sông Sài Gòn.mp3",Biểu diễn flyboard lướt ván trên sông Sài Gòn,Đua thuyền lướt ván phản lực diễu hành thuyền buồm flyboard là những hoạt động thể thao sôi nổi diễn ra trong lễ hội lần đầu tiên trên sông Sài Gòn,Du lịch,mình đam mê bộ môn xương rồng tại vì mình rất thích cái việc là đoàn kết có việc khó khăn mà dòng nước ngược lại thì rất nhiều nhưng mà cả đội đều bền vững với nhau giữ vững thuyền để vượt qua không ngại nắng mưa một trải nghiệm rất là vui và thú vị nếu mà có gì thì em muốn được giá vàng nữa Em không muốn vẽ đầm hạng 3 tôi thấy là không khí cuối tuần ở đây này rất là vui nhộn ngoài cái tổ chức đua thuyền thì ở đây còn có lối sống nước và biểu diễn thuyền buồm thì đây là một cái hoạt động rất là mới mở du khách thì có thể tới đây và tham quan du lịch vào những dịp cuối tuần để có thể thưởng thức được những cái chương trình như thế này
https://video.vnexpress.net/tin-tuc/du-lich/khach-tay-bat-ngo-voi-khong-khi-giang-sinh-o-viet-nam-4552319.html,Khách Tây bất ngờ với không khí Giáng sinh ở Việt Nam.mp3,Khách Tây bất ngờ với không khí Giáng sinh ở Việt Nam,Du khách nước ngoài thấy không khí Giáng sinh tại Việt Nam nhộn nhịp và nhiều hoạt động vui chơi hơn các nước phương Tây,Du lịch,in my country code sân bay computer is the language of now different One
https://video.vnexpress.net/sau-rieng-gia-8-trieu-dong-mot-kg-4473752.html,Sầu riêng giá 8 triệu đồng một kg.mp3,Sầu riêng giá  triệu đồng một kg,Một cửa hàng trái cây bán sầu riêng đầu mùa giá mỗi kg  baht gần  triệu đồng gấp  lần loại bình thường,Du lịch,hoạt hình thỏ Elsa Tải game Ninja trò chơi Pikachu
https://video.vnexpress.net/nhung-loai-cay-giup-xua-muoi-duoi-chuot-3958216.html,Những loại cây giúp xua muỗi đuổi chuột.mp3,Những loại cây giúp xua muỗi đuổi chuột,Húng lủi hương thảo cúc vạn thọ chứa nhiều tinh dầu và có mùi hương đặc trưng khiến chuột muỗi kiến sợ nên tránh xa,Sức khỏe,
https://video.vnexpress.net/10-bien-the-hit-dat-thu-thach-phai-manh-3957274.html,10 biến thể hít đất thử thách phái mạnh.mp3, biến thể hít đất thử thách phái mạnh,Thay vì hít đất theo kiểu truyền thống bạn biến tấu thành chống đẩy kiểu kim cương nâng mông chống đầu tác động lên các nhóm cơ,Sức khỏe,
https://video.vnexpress.net/ky-thuat-tha-noi-co-the-tren-mat-nuoc-3954365.html,Kỹ thuật thả nổi cơ thể trên mặt nước.mp3,Kỹ thuật thả nổi cơ thể trên mặt nước,Theo huấn luyện viên bơi lội Văn Thông để nổi trên mặt nước bạn cần thả lỏng toàn bộ cơ thể càng gồng sẽ càng mau chìm,Sức khỏe,lưu ý trong khi chúng ta thả nổi là chúng ta thẳng tay thẳng chân và thả lỏng cơ thể ra bởi vì khi chúng ta gặp thì nó sẽ được truyền nó sẽ bị nhanh hơn và khi chúng ta nằm ngửa thì lưu ý là mặt chúng ta nhìn thẳng lên trời nước thẳng lên trời mà chúng ta đừng gập đầu tới trước hoặc là gập đầu tới sau
https://video.vnexpress.net/ky-thuat-tho-truoc-khi-xuat-phat-o-duong-chay-marathon-3932987.html,Kỹ thuật thở trước khi xuất phát ở đường chạy marathon.mp3,Kỹ thuật thở trước khi xuất phát ở đường chạy marathon,Trong lúc chờ xuất phát bạn thở kiểu hình vuông hít vào  giây giữ  giây thở ra trong  giây nghỉ  giây để cân bằng nhịp tim và nhịp thở,Sức khỏe,show you know the
https://video.vnexpress.net/dong-nghit-nguoi-don-giang-sinh-o-tp-hcm-ha-noi-4831663.html,"Đông nghịt người đón Giáng sinh ở TP HCM, Hà Nội.mp3",Đông nghịt người đón Giáng sinh ở TP HCM Hà Nội,Người dân đổ về nhà thờ xóm đạo các khu phố trung tâm ở TP HCM và Hà Nội để vui chơi và đón Chúa Giáng sinh khiến nhiều tuyến phố ùn tắc kéo dài tối ,Thời sự,Giáng Sinh có vẻ như mọi người cảm thấy ấm cúng hơn thấy vui vẻ và Happy Android và có những hoạt động như thế nào Rất là tốt và có thể lưu giữ những kỉ niệm với gia đình quá dọn dẹp luôn thì hôm nay em lần đầu tiên thấy mọi người rất là vui vẻ luôn ngày kỷ niệm mà chúa Giêsu ra đời và là một người công giáo thì em cảm thấy rất là vui và rất là phấn khởi cũng như là hòa chung với không khí của giáo xứ hôm nay và không chỉ những người trong Công giáo mà em có thấy là có rất nhiều các bạn cô giáo bạn không đến đây ngày hôm nay ạ ánh đèn rồi Nói chung là không gian ở đây Mang đến một cái không khí giáng sinh rất là an lành và ấm cúng rất là vui U23
https://video.vnexpress.net/dung-rao-chan-bat-thanh-thieu-nien-chay-xe-toc-do-cao-4831867.html#vn_source=Folder_Video_ThoiSu&vn_campaign=Box-InCategory&vn_medium=Item-2&vn_term=Desktop&vn_thumb=1&vn_aid=1003004,Dựng rào chặn bắt thanh thiếu niên chạy xe tốc độ cao.mp3,Dựng rào chặn bắt thanh thiếu niên chạy xe tốc độ cao,Tổ công tác YH huyện Chương Mỹ dựng rào chắn trên mặt đường QL đoạn qua thị trấn Chúc Sơn xử phạt hàng chục thanh thiếu niên chạy xe tốc độ cao đánh võng rạng sáng ,Thời sự,chuyển động tròn chức năng trầu không mang mũ bảo hiểm quay đầu bỏ chạy Google Vi phạm pháp luật đánh võng không đội mũ bảo hiểm tham gia giao thông có dấu hiệu thông chốt đối tượng cổ vũ đua xe có dấu hiệu snapchat
https://video.vnexpress.net/kho-chua-lop-xe-chay-ngun-ngut-trong-dem-4829886.html,Kho chứa lốp xe cháy ngùn ngụt trong đêm.mp3,Kho chứa lốp xe cháy ngùn ngụt trong đêm,Khuya  kho chứa lốp xe rộng khoảng  m trên đường Nguyễn Cảnh Dị quận Hoàng Mai bốc cháy nhiều người ngủ ở lán trại bên cạnh kịp chạy thoát,Thời sự,xe máy ô tô thì gọi mình dậy thấy cháy rồi chạy thôi bên này cho tôi ngủ góc bên kia chạy rẽ trái rồi chắc đồ nhất xe máy cháy sạch điện thoại nó bị cháy hết ở loãng đây thì bốn anh em ngủ nó cháy được bên này sửa cháy ở Bình Dương 4 anh em có biết
https://video.vnexpress.net/hang-tram-nguoi-dien-tap-ung-pho-hoa-chat-doc-tran-ra-moi-truong-4832298.html,Hàng trăm người diễn tập ứng phó hóa chất độc tràn ra môi trường.mp3,Hàng trăm người diễn tập ứng phó hóa chất độc tràn ra môi trường,Hàng trăm người tham gia diễn tập tình huống giả định xe bồn chở methanol bị ôtô  chỗ đâm vào khiến hóa chất độc tràn ra môi trường nhiều nạn nhân ngất xỉu,Thời sự,ngay lúc này cán bộ Vận hành xe bảo vệ Methadone đội có nhiệm vụ giáo dục thể thao để giảm thiểu cái nồng độ cũng như là tránh cái chất độc lan tỏa ra khu vực xung quanh sinh sát xác định đúng loại chất độc nồng độ và đánh dấu ô nhiễm sau đó lực lượng khoanh vùng sử dụng các bao chứa than hoạt tính khoanh vùng khu vực xung quanh để tránh cái chất độc lan tỏa tiến hành tiêu độc và làm sạch môi trường giúp cho khu vực bảo đảm an toàn việc phối hợp hợp đồng là một công đoạn rất là quan trọng trong việc thực hiện nhiệm vụ để làm sao cho giữa các đơn vị thực hiện nhanh chóng phối kết hợp với nhau so với công tác triển khai cũng như thị nhiệm vụ được trơn tru
https://video.vnexpress.net/du-khach-ke-khoanh-khac-thoat-khoi-doan-sat-lo-deo-khanh-le-4828148.html,Du khách kể khoảnh khắc thoát khỏi đoạn sạt lở đèo Khánh Lê.mp3,Du khách kể khoảnh khắc thoát khỏi đoạn sạt lở đèo Khánh Lê,Xe dừng tại đèo Khánh Lê trên hành trình từ Nha Trang lên Đà Lạt chị Võ Thị Chung cùng người thân quyết định đi bộ qua khu vực sạt lở dù chân ai cũng bị nứt chảy máu,Thời sự,em đi từ Nha Trang đi suối Đà Lạt xe khách đi ngang mẹ con với lại chị em là đi lội lội qua chỗ khác nói rồi đấy đi về không thấy đường mình không biết ở dưới là có cái gì Hãy tính toán nhiều điểm tắt đường chạy từ từ đưa cho ở trên đồi nó chạy xuống càng tốt Bình Dương không đi được có công an cũng cho bánh mì dưới nước cho khách anh em trên xe cán bộ
https://video.vnexpress.net/hop-long-cau-day-vang-dau-tien-tai-nam-dinh-4828391.html#vn_source=Detail_Video&vn_campaign=Box-InCategory&vn_medium=Item-18&vn_term=Desktop&vn_thumb=1&vn_aid=4828148,Hợp long cầu dây văng đầu tiên tại Nam Định.mp3,Hợp long cầu dây văng đầu tiên tại Nam Định,Dự án cầu dây văng đầu tiên ở Nam Định hợp long sau hơn hai năm thi công dự kiến tháng  đưa vào khai thác góp phần kết nối phía nam thành phố với trung tâm,Thời sự,dự kiến tháng 3 năm 2025 sẽ đi vào hoạt động với đúng tiến độ của dự án là khoảng 30 tháng các công tác tiếp theo của chúng tôi triển khai sẽ là hoàn thiện grab can thả nhựa bê tông lớp phủ mặt cầu và hoàn thiện hệ thống chiếu sáng
https://video.vnexpress.net/trai-nghiem-ngoi-nha-ong-gia-noel-rong-2-000-m2-4831169.html,Trải nghiệm ngôi nhà ông già Noel rộng 2.000 m2.mp3,Trải nghiệm ngôi nhà ông già Noel rộng  m,Nhà ông già Noel rộng  m với nhiều bối cảnh trang trí bắt mắt thiết kế giống như không gian cổ tích thu hút đông các gia đình trẻ trải nghiệm,Nhịp sống,bước vào đây thì nó tràn ngập màu đỏ rồi nhìn thấy màu đỏ đã thấy ấm cúng rồi trong này không gia nhập chính nữa cho nên là càng ấm so với thời tiết bên ngoài họ làm rất là chỉn chu làm nhiều bối cảnh mà không gian mở rộng Mỗi người có thể chụp ảnh mà không kiểu như dính người khác và không chạm với nhau các cháu thích lắm 10 phút mà để chụp ảnh hết thì cũng cố chụp được hết nhưng mà để làm ngứa thì chưa đủ thời gian vui lắm các cháu vào trong cái nhà của ông già Noel này có rất là nhiều cái chỗ không gian để các cháu chụp hình đồ chơi đùa có thể là trải nghiệm với một cái không khí Noel giống như ở nước ngoài khác với mọi năm là không ra là ở ngoài trời thì năm nay là sáng tạo làm ở trong nhà thì có không gian cho các bạn nhỏ chơi thì thật sự là mình cũng thấy rất là vui Nếu mà có âm nhạc sôi động hơn thì có lẽ các bé sẽ thích hơn Hiện nay chúng tôi được biết thì đây chính là ngôi nhà của ông già Noel lớn nhất ở Việt Nam đầu tư hệ thống từ đèn ánh sáng cho đến là thiết kế cảnh quan ở bên ngoài thì chúng tôi trang trí để tạo ra một cái không gian không khí lễ hội noel rất là rộng để có thể đón tiếp được cùng lúc nhiều người ở bên trong thì đúng nghĩa là một ngôi nhà của ông già Noel bước ra từ cổ tích
https://video.vnexpress.net/hoa-si-50-nam-ve-tranh-nguoc-trong-chai-4809437.html,Họa sĩ 50 năm vẽ tranh ngược trong chai.mp3,Họa sĩ  năm vẽ tranh ngược trong chai,Từ những chai lọ bỏ đi ông Võ Tấn Thành  tuổi tạo nên các bức tranh bên trong có thể nhìn thấy được cả hai mặt,Nhịp sống,năm 1973 tuổi mày mò tôi nghiên cứu mình làm sao mình thể hiện một cái chân dung Bác Hồ đã ẩn trong lòng chày một mặt thì Bác Hồ ra đi tìm đường cứu nước xây lại màn hình Bác là Chiến dịch Đông Khê bắt mặc áo bộ đội râu tóc bạc phơ rồi phải nói là báu vật của một gia đình mình tôi thành công cái đó tôi phát triển những năm kế tiếp đến nay thì trên 50 năm rồi vẽ rất nhiều không nhớ nổi đâu bài gì em có lẽ vài container chở vó ngựa trong chai nó rất là khó là gì để độ dày mỏng và lồi lõm khác nhau nhìn vô là nó khúc xạ mà cái hình ở ngoài mà mình để mặt phẳng mình thấy nó khác cho vào cái độ cong của cái chai thì cái hình nó có vẻ là nó biến dạng mình phải nghiên cứu trong chai em vẽ cái hình đó vẽ ngược lại nhưng mà nó phải ăn khớp nha Cái mái tóc Cái đường viền của cái mà người nào mà người ta nhìn đúng họ là có cả một cái vấn đề khó khăn phức tạp cái dụng cụ của mình làm là mình tự phải chế tạo cây cỏ nó rất là dài bé công như thế này mình đưa vô cái này nó mới chạm được cái thằng cha đấy Nói thẳng như thế này thì đưa vô làm sao mà nó chạm cái thành cho ai được cạnh chốt đuôi mình mới dễ tận dưới này được này có nhiều cái con mắt nhỏ như là cái hạt bí Thôi nín thở để cho cái tay mình nó không bị run kéo cái né đâu mà nó chuẩn xác đó chân dung hai người mình dễ ít nhất cũng phải 15 ngày nữa tháng thì giá dao động 53 triệu đổ lên Tùy theo mức độ khó hoặc là phức tạp và những cái tên dân gian này nè Ví dụ 12 con giáp năm 700 một tác phẩm
https://video.vnexpress.net/tai-hien-van-hoa-viet-nam-bang-3d-mapping-4823940.html,Tái hiện văn hóa Việt Nam bằng 3D mapping.mp3,Tái hiện văn hóa Việt Nam bằng D mapping,Đông người dân du khách theo dõi màn trình diễn ánh sáng nghệ thuật D mapping về văn hóa Việt Nam được tái hiện trên trụ sở UBND TP HCM tối ,Nhịp sống,Cho coi hết rồi những cái đặc sắc của Việt Nam thì được thể hiện rất là rõ nét và rất là bắt mắt hơi nhiều màu sắc và cảm nhận như là mình được đi hết cả một dòng Việt Nam Nó rất là vui và hứng khởi nêu đây có thể là một buổi tối rất là tuyệt vời đối với em trình bày trước bạn bè quốc tế thì mình cảm thấy rất là tự hào Khi mà được sống trong cái đất nước nó đang càng ngày càng phát triển như vậy với một quy mô lớn nơi mà cũng có rất nhiều nước người nước ngoài Các bạn đến đây và các bạn sẽ xem được những phong tục tập quán của mình và cũng có thể hiểu được nét văn hóa của người Việt Nam mình ngoài những cái truyền thống quý báu mình muốn truyền tải đến cảm thấy nó là tự hào và cảm thấy xúc động khi được xem là trình diễn này về âm nhạc này về cách trình bày trình diễn về màu sắc nét đều mang một văn hóa rất là tươi đẹp và bầu không khí mới cho Việt Nam mình nữa càng cải tiến hơn về trong các lĩnh vực là chia sẻ về văn hóa nè du lịch và hình ảnh của Việt Nam mình nữa
https://video.vnexpress.net/trong-kieu-dem-o-mien-tay-4823217.html,Trồng kiệu đêm ở miền Tây.mp3,Trồng kiệu đêm ở miền Tây,Thay vì ban ngày nhiều người trồng kiệu ở huyện Tam Nông làm đất xuống giống vào ban đêm để tránh nắng,Nhịp sống,
